id;submitdate;lastpage;startlanguage;seed;startdate;datestamp;instructionsUndersto;randomQuestions[Q1];randomQuestions[Q2];randomQuestions[Q3];randomQuestions[Q4];randomQuestions[Q5];randomQuestions[Q6];randomQuestions[Q7];randomQuestions[Q8];randomQuestions[Q9];randomQuestions[Q10];randomQuestions[Q11];randomQuestions[Q12];randomQuestions[Q13];randomQuestions[Q14];randomQuestions[Q15];randomQuestions[Q16];randomQuestions[Q17];randomQuestions[Q18];randomQuestions[Q19];randomQuestions[Q20];QDD1;assignNumbers;QDD2;QDD3;AllQuestionsS1[F1];AllQuestionsS1[F11];AllQuestionsS1[F12];AllQuestionsS1[F2];AllQuestionsS1[F21];AllQuestionsS1[F22];AllQuestionsS1[F23];AllQuestionsS1[F24];AllQuestionsS1[F3];AllQuestionsS1[F31];AllQuestionsS1[F32];AllQuestionsS1[F41];AllQuestionsS1[F42];AllQuestionsS1[N1];AllQuestionsS1[N2];AllQuestionsS1[N3];AllQuestionsS1[N4];AllQuestionsS2[F1];AllQuestionsS2[F11];AllQuestionsS2[F12];AllQuestionsS2[F2];AllQuestionsS2[F21];AllQuestionsS2[F22];AllQuestionsS2[F23];AllQuestionsS2[F24];AllQuestionsS2[F3];AllQuestionsS2[F31];AllQuestionsS2[F32];AllQuestionsS2[F41];AllQuestionsS2[F42];AllQuestionsS2[N1];AllQuestionsS2[N2];AllQuestionsS2[N3];AllQuestionsS2[N4];AllQuestionsS3[F1];AllQuestionsS3[F11];AllQuestionsS3[F12];AllQuestionsS3[F2];AllQuestionsS3[F21];AllQuestionsS3[F22];AllQuestionsS3[F23];AllQuestionsS3[F24];AllQuestionsS3[F3];AllQuestionsS3[F31];AllQuestionsS3[F32];AllQuestionsS3[F41];AllQuestionsS3[F42];AllQuestionsS3[N1];AllQuestionsS3[N2];AllQuestionsS3[N3];AllQuestionsS3[N4];AllQuestionsS4[F1];AllQuestionsS4[F11];AllQuestionsS4[F12];AllQuestionsS4[F2];AllQuestionsS4[F21];AllQuestionsS4[F22];AllQuestionsS4[F23];AllQuestionsS4[F24];AllQuestionsS4[F3];AllQuestionsS4[F31];AllQuestionsS4[F32];AllQuestionsS4[F41];AllQuestionsS4[F42];AllQuestionsS4[N1];AllQuestionsS4[N2];AllQuestionsS4[N3];AllQuestionsS4[N4];herdSize[decr];herdSize[main];herdSize[incr];statusQuo;QAttentionCheck[env];QAttentionCheck[market];QAttentionCheck[tax];QAttentionCheck[health];interviewtime;groupTime617;instructionsUnderstoTime;ProlificIDTime;randomQuestionsTime;groupTime615;QDD1Time;assignNumbersTime;groupTime618;QDD2Time;groupTime619;QDD3Time;groupTime621;AllQuestionsS1Time;groupTime620;AllQuestionsS2Time;groupTime622;AllQuestionsS3Time;groupTime616;AllQuestionsS4Time;groupTime624;herdSizeTime;statusQuoTime;groupTime623;QAttentionCheckTime
431;24/01/2025 11:15;10;en;370405369;24/01/2025 11:08;24/01/2025 11:15;Y;1;4;1;2;2;4;2;4;2;1;2;4;2;4;2;3;4;2;4;3;read;1  4  1  2  2  4  2  4  2  1  2  4  2  4  2  3  4  2  4  3;read;read;AO04;;AO05;;;;;;;AO05;;;;;;;;;;;AO02;AO04;;AO04;;AO05;;AO05;AO04;;AO01;;;AO01;;;;;;;;;;;;;;;AO03;;;;AO05;;;;AO02;;AO05;;;;;AO02;;;AO03;;AO01;AO04;AO02;AO05;Y;Y;;Y;396.4;13.53;;;;143.37;;;80.88;;43.72;;12.03;;37.4;;7.87;;27.42;;18.93;;;11.25;
435;24/01/2025 11:13;10;en;1158126360;24/01/2025 11:08;24/01/2025 11:13;Y;4;3;2;3;4;2;1;4;4;3;1;2;2;2;2;3;1;1;1;1;read;4  3  2  3  4  2  1  4  4  3  1  2  2  2  2  3  1  1  1  1;;read;;;;;;;AO03;;;;AO05;;;;;AO03;AO02;;;AO04;;;AO03;;;;;;AO04;AO02;AO03;;;;;AO04;;AO04;;;;;;AO05;;;;;AO01;;;AO04;;;;AO02;;;AO04;AO05;;;;;;;;;AO02;AO03;AO02;AO04;Y;Y;;Y;278.43;9.13;;;;73.07;;;50.05;;26.43;;24.47;;30.42;;21.67;;15.29;;19.08;;;8.82;
437;24/01/2025 11:30;10;en;1487209876;24/01/2025 11:08;24/01/2025 11:30;Y;2;3;3;4;1;3;3;1;2;2;2;3;1;4;2;4;4;1;3;1;read;2  3  3  4  1  3  3  1  2  2  2  3  1  4  2  4  4  1  3  1;read;read;;;;;AO03;;;AO04;;;;AO03;;;;;AO02;AO03;;;;;;;;AO04;AO04;AO05;;;AO02;;;;;AO03;AO03;;;AO04;AO03;;;;;;;;;;;;;;AO04;;;;;;;;;AO02;;AO02;AO02;;AO02;AO03;AO03;AO03;;Y;;;1317.26;10.33;;;;86;;;355.98;;89.3;;18.78;;692.59;;15.68;;23.51;;16.28;;;8.81;
438;24/01/2025 11:16;10;en;465422769;24/01/2025 11:08;24/01/2025 11:16;Y;2;3;3;3;3;4;2;1;1;3;1;3;2;4;1;3;3;4;2;1;read;2  3  3  3  3  4  2  1  1  3  1  3  2  4  1  3  3  4  2  1;read;read;;;;;;;;AO04;AO03;;AO04;;;AO03;;;;AO04;;;;;;AO03;;;;;AO04;;;;;;;AO04;AO04;AO02;AO05;;;;;AO04;;;;;AO02;AO03;;;;;;;AO05;;;;;;;AO02;;;;AO03;AO02;AO05;AO03;AO04;Y;;;;420.86;23.66;;;;82.72;;;93.99;;63.24;;21.31;;19.84;;56.74;;25.26;;23.27;;;10.83;
439;24/01/2025 11:16;10;en;124182017;24/01/2025 11:08;24/01/2025 11:16;Y;3;4;2;3;4;4;4;2;4;3;2;3;3;4;1;1;1;3;2;1;read;3  4  2  3  4  4  4  2  4  3  2  3  3  4  1  1  1  3  2  1;read;read;;;;;;;;;;;;;;AO02;AO02;AO02;;;;AO04;;;;;AO04;;;AO04;;;;;;;AO03;;;AO02;;;;;;AO05;;AO03;;;;;AO02;;AO04;;;AO04;AO03;AO04;;AO03;;;;AO01;;;;;AO02;AO04;AO03;AO04;Y;;;Y;424.61;13.28;;;;114.83;;;100.18;;75.56;;12.95;;18.77;;29.32;;26.08;;17.18;;;16.46;
440;24/01/2025 11:22;10;en;2089601836;24/01/2025 11:09;24/01/2025 11:22;Y;1;1;4;2;4;2;2;1;1;2;4;4;4;2;4;1;2;3;3;4;read;1  1  4  2  4  2  2  1  1  2  4  4  4  2  4  1  2  3  3  4;read;;AO05;AO05;;;;;;AO05;AO05;;;;;;AO02;;;;;;AO04;;AO04;AO05;;;AO05;;;AO04;;;AO02;;;;;;;;;;;;;;;;;;AO02;;;AO05;;AO05;;;;;;AO05;AO05;;AO03;;;;AO03;AO04;AO04;AO05;Y;;;Y;797.26;27.21;;;;101.49;;;52.23;;57.37;;63.8;;57.42;;122.33;;119.37;;125.21;;;70.83;
441;24/01/2025 11:15;10;en;1240355140;24/01/2025 11:09;24/01/2025 11:15;Y;2;1;4;3;3;2;4;3;4;2;1;2;2;4;1;2;2;4;1;2;read;2  1  4  3  3  2  4  3  4  2  1  2  2  4  1  2  2  4  1  2;read;read;;AO03;;;;;;;;;AO05;;;AO02;;;;AO05;;;;;AO05;;;;AO04;;AO04;;;AO04;AO05;;;;;AO01;AO05;;;AO04;;;;;;;;;;;;AO05;;;;AO03;;AO04;;;;AO02;;;;AO04;AO01;AO01;AO01;AO04;Y;Y;;Y;393.72;11.67;;;;67.98;;;92;;40.34;;18.09;;45.42;;22.74;;34.49;;36.25;;;24.74;
442;24/01/2025 11:15;10;en;28957974;24/01/2025 11:09;24/01/2025 11:15;Y;3;2;1;3;1;3;3;3;1;2;4;2;1;3;4;1;1;3;4;3;read;3  2  1  3  1  3  3  3  1  2  4  2  1  3  4  1  1  3  4  3;read;read;;;AO05;;AO05;;;;AO05;;;AO03;;;AO03;AO02;;;AO05;;;;;;;;AO05;;;;;;;;AO03;;;AO03;;AO04;AO04;AO03;;;;;AO03;;;;AO02;;;;;;;;;;;AO05;;;AO02;;;;AO01;AO01;AO04;AO04;Y;Y;;Y;376.42;15.07;;;;103;;;75.2;;54.12;;35.22;;10.26;;36.17;;16.88;;17.51;;;12.99;
443;24/01/2025 11:19;10;en;1447416112;24/01/2025 11:09;24/01/2025 11:19;Y;3;1;1;1;4;3;1;4;3;4;4;1;4;2;3;1;2;1;2;2;read;3  1  1  1  4  3  1  4  3  4  4  1  4  2  3  1  2  1  2  2;read;read;;AO03;AO04;AO03;;;AO03;;;;;;;;AO03;;AO04;;;;;;;;;;;;;AO03;;;AO03;;AO03;;;;;AO03;;;AO03;;;;;AO03;;;;;;;;AO03;;;AO03;;AO03;AO03;AO03;;;;;;AO03;AO03;AO03;AO03;Y;;;;579.79;14.6;;;;172.73;;;63.66;;103.16;;21.78;;14.67;;30.18;;97.56;;23.55;;;37.9;
444;24/01/2025 11:13;10;en;1519283697;24/01/2025 11:09;24/01/2025 11:13;Y;2;2;2;2;3;1;1;1;3;4;2;1;3;4;3;2;4;3;3;1;read;2  2  2  2  3  1  1  1  3  4  2  1  3  4  3  2  4  3  3  1;read;read;;;;;;AO02;AO04;AO04;;;;;;;;;;AO02;AO04;AO02;AO02;;;;;;;AO04;;;;AO04;;;;;;;AO02;;;;AO02;;;AO03;;AO04;;;AO04;;;;;;;;;;AO04;;;AO04;;;AO02;;AO04;AO04;AO02;AO04;Y;;;Y;237.34;17.29;;;;25.98;;;17.42;;16.37;;33.97;;32.7;;23.14;;24.51;;25.41;;;20.55;
445;24/01/2025 11:21;10;en;789919456;24/01/2025 11:09;24/01/2025 11:21;;2;3;3;2;3;4;4;3;2;4;3;3;4;3;3;2;3;3;4;4;read;2  3  3  2  3  4  4  3  2  4  3  3  4  3  3  2  3  3  4  4;read;read;;;;;;;;;;;;;;;;;;AO05;;;AO04;;;;;AO05;;;;;;AO05;;;;AO05;AO05;;AO05;;;AO05;;;AO05;;AO05;AO01;;AO02;AO02;;;;;;AO05;AO02;;;AO05;;AO05;;;;;;AO01;AO05;AO04;AO05;Y;;;Y;720.33;22.43;;;;95.56;;;118.17;;102.55;;2.56;;138.31;;128.36;;73.59;;22.15;;;16.65;
446;24/01/2025 11:29;10;en;1427768568;24/01/2025 11:09;24/01/2025 11:29;Y;3;2;4;3;1;4;4;2;2;3;1;1;1;2;3;3;4;1;1;2;read;3  2  4  3  1  4  4  2  2  3  1  1  1  2  3  3  4  1  1  2;read;read;;;;;AO02;;;;;;AO03;AO04;;;;;AO03;;AO04;;;;;;AO04;AO03;;;;AO02;;;;;AO03;;;AO03;;;;;;AO03;;;;AO04;AO03;;;;;AO04;;;AO03;AO03;;;;;;;;;AO03;;AO02;AO03;AO03;AO03;Y;;;Y;1026.48;211.66;;;;169.23;;;102.31;;45.05;;50.07;;113.2;;78.31;;136.06;;91.57;;;29.02;
447;24/01/2025 11:13;10;en;1710040132;24/01/2025 11:09;24/01/2025 11:13;Y;1;3;4;1;3;2;2;4;3;1;3;4;2;4;4;3;4;1;2;4;read;1  3  4  1  3  2  2  4  3  1  3  4  2  4  4  3  4  1  2  4;;;AO03;;;AO02;;;;;;AO03;;;;;;;AO02;;;;;;AO02;AO04;;;;;AO03;;;;;;;AO03;;;AO02;;;;AO03;;AO04;;;;AO04;;;;;AO04;;;;;AO03;;;;;AO02;AO04;;AO04;;AO04;AO02;AO02;AO03;Y;;;;195.97;16.32;;;;29.09;;;9.36;;8.85;;15.08;;21.31;;20.88;;38.1;;24.86;;;12.12;
448;24/01/2025 11:16;10;en;1550341627;24/01/2025 11:09;24/01/2025 11:16;Y;1;1;4;1;1;4;4;3;1;3;1;3;4;4;4;2;4;2;2;4;read;1  1  4  1  1  4  4  3  1  3  1  3  4  4  4  2  4  2  2  4;read;read;AO03;AO03;;AO04;AO04;;;;AO03;;AO05;;;;;;;;;;;;;;;;;;;;;AO01;;AO01;;;;;;;;AO05;;AO05;;;;;;;;;;AO04;;;AO05;AO04;;;;;AO05;AO02;AO03;;AO02;;AO02;AO04;AO03;AO04;Y;;;;411.24;26.55;;;;71.41;;;89.59;;69.95;;33.78;;28.08;;12.92;;43.69;;22.73;;;12.54;
449;24/01/2025 11:15;10;en;959484367;24/01/2025 11:09;24/01/2025 11:15;Y;4;2;2;1;4;2;2;3;4;1;4;2;1;3;1;3;1;4;3;3;read;4  2  2  1  4  2  2  3  4  1  4  2  1  3  1  3  1  4  3  3;read;read;;;;AO03;;;;;;AO05;;AO03;;AO02;;AO02;;;AO04;AO04;;;AO04;AO03;;;;;;;;;;;;;;;;;;AO03;;;;;AO02;;AO02;;;AO04;;;;AO03;;;;AO05;;AO05;;;;;;AO02;AO01;AO03;AO03;AO05;Y;Y;;Y;352.71;22.21;;;;73.62;;;80.5;;53.65;;25.63;;15.04;;19.77;;22.36;;23.99;;;15.94;
450;24/01/2025 11:21;10;en;1928680801;24/01/2025 11:09;24/01/2025 11:21;Y;4;2;1;3;4;2;2;3;3;2;1;4;4;4;2;1;1;1;2;3;read;4  2  1  3  4  2  2  3  3  2  1  4  4  4  2  1  1  1  2  3;read;read;;;AO04;;;;;;;;AO04;;;;AO03;AO02;AO02;;AO04;;;;AO03;AO02;;;AO04;;;;AO03;;;;;;;AO04;;;;AO03;AO03;;;;;;;;;AO04;;;;AO04;;;;;;;AO03;AO02;;;;;AO02;AO03;AO03;AO04;Y;;;Y;697.96;13.68;;;;116.79;;;209.46;;89.25;;39.09;;69.88;;35.22;;30.04;;38.93;;;55.62;
451;24/01/2025 11:21;10;en;1207374147;24/01/2025 11:10;24/01/2025 11:21;Y;3;4;3;1;4;3;1;3;2;2;2;3;3;3;3;1;3;4;3;3;read;3  4  3  1  4  3  1  3  2  2  2  3  3  3  3  1  3  4  3  3;read;read;;;;AO05;;;AO03;;;;;;;;AO01;;;;;;;;;;;AO05;AO05;AO05;;;;;;;AO04;;AO04;;;AO04;;AO05;;;;AO04;AO05;AO02;;AO01;;;AO05;;;AO04;;;;;;;;;;;;AO01;AO01;AO04;AO01;AO05;Y;Y;;Y;701.45;22.02;;;;87.75;;;73.71;;57.32;;195.95;;27.36;;134.87;;19.18;;58.06;;;25.23;
452;24/01/2025 11:16;10;en;792836296;24/01/2025 11:10;24/01/2025 11:16;Y;3;2;2;1;2;4;1;3;2;2;2;2;2;4;3;3;2;4;1;1;read;3  2  2  1  2  4  1  3  2  2  2  2  2  4  3  3  2  4  1  1;read;read;;;;AO05;;;AO03;;;;;;;;;;;;AO05;AO05;;AO05;;;;AO05;AO05;AO05;AO05;;;;AO01;;AO05;;;;;;;AO05;;;;;;AO02;AO01;;;;;;;;AO05;;;;;;;AO01;;;;AO02;AO01;AO03;AO05;AO04;Y;Y;;Y;379.94;12.23;;;;12.94;;;98.4;;73.56;;23.63;;32.22;;35.11;;47.77;;29.85;;;14.23;
454;24/01/2025 11:21;10;en;1365662623;24/01/2025 11:10;24/01/2025 11:21;Y;3;2;1;2;4;4;3;4;2;2;4;1;3;4;1;2;3;4;2;4;read;3  2  1  2  4  4  3  4  2  2  4  1  3  4  1  2  3  4  2  4;read;read;;;AO03;;;;;;;;;;;AO01;;;;;AO04;;AO02;;;;;AO04;AO04;;;;;AO02;;;AO03;;;;;;AO02;;;;;AO04;;;;AO01;;;;;;AO04;AO02;;AO04;;;AO05;;AO03;;;;AO01;AO01;AO03;AO04;AO05;Y;Y;;Y;658.31;16.15;;;;90.38;;;81.11;;44.97;;19.23;;47.77;;37.42;;205.88;;23.34;;;92.06;
455;24/01/2025 11:18;10;en;910971003;24/01/2025 11:10;24/01/2025 11:18;Y;2;2;2;3;3;3;3;2;2;4;2;4;3;4;3;4;4;4;3;1;read;2  2  2  3  3  3  3  2  2  4  2  4  3  4  3  4  4  4  3  1;read;read;;;;;;;;;;;;;;;;;;AO05;AO04;AO03;;;;;AO05;AO05;;AO05;;;;;;;;;;AO05;AO02;AO05;AO04;;;;;AO04;;AO02;;;;;;;;;;;;;AO05;;;AO05;;AO01;AO01;AO01;AO01;AO03;AO03;AO05;Y;;;Y;471.37;18.72;;;;177.76;;;60.32;;36.86;;3.24;;38.23;;42.1;;54.41;;23.98;;;15.75;
456;24/01/2025 11:15;10;en;1229657980;24/01/2025 11:10;24/01/2025 11:15;Y;2;3;3;1;2;3;4;4;3;1;2;1;4;1;3;4;3;1;3;3;read;2  3  3  1  2  3  4  4  3  1  2  1  4  1  3  4  3  1  3  3;read;read;;;;AO03;;;;;;AO04;;;AO02;;;;AO03;AO04;;;;AO04;;;;;;AO04;;;;;;;;AO04;AO04;;;AO05;;;AO04;;;;;AO03;;AO02;;;;;;;;AO04;AO03;;;;AO04;;;AO04;;;AO02;AO03;AO02;AO04;Y;;;Y;274.76;7.06;;;;7.14;;;96.91;;29.69;;21.8;;23.34;;31;;20.94;;21.79;;;15.09;
457;24/01/2025 11:23;10;en;461894349;24/01/2025 11:10;24/01/2025 11:23;Y;3;1;1;2;2;2;1;2;1;2;2;1;1;3;4;1;3;2;2;1;read;3  1  1  2  2  2  1  2  1  2  2  1  1  3  4  1  3  2  2  1;read;read;;AO05;AO03;;;;AO02;;AO05;;;AO02;;;AO02;;;;;;AO03;AO03;AO05;;AO02;;AO02;AO04;;;;;;AO03;AO03;;;;;;;;;;;;AO04;;;AO04;;;;;;;;;;;;;;;AO03;;;;AO02;AO04;AO03;AO03;Y;Y;;Y;230.46;7.6;;;;12.19;;;5.02;;22.68;;16.95;;26.49;;21.97;;4.57;;88.79;;;24.2;
459;24/01/2025 11:21;10;en;1673001086;24/01/2025 11:11;24/01/2025 11:21;Y;3;3;1;4;2;4;4;1;3;1;1;1;3;2;3;2;1;3;1;1;read;3  3  1  4  2  4  4  1  3  1  1  1  3  2  3  2  1  3  1  1;read;read;;;AO03;;;;;AO03;;AO03;AO04;;;;;AO03;;;;;;AO02;;;;;;;;AO03;;AO03;;;AO03;AO04;;;;;;;AO04;;;AO03;;AO03;;;AO03;;;;AO03;;AO02;AO03;;;;;;;;;;;AO03;AO03;AO03;AO04;Y;Y;;Y;624.47;26.59;;;;129.11;;;107.51;;86.51;;25.14;;44.19;;68.51;;90.34;;30.24;;;16.33;
460;24/01/2025 11:25;10;en;1249400163;24/01/2025 11:11;24/01/2025 11:25;Y;1;1;1;4;3;1;1;4;3;3;4;3;1;1;4;1;1;1;3;4;read;1  1  1  4  3  1  1  4  3  3  4  3  1  1  4  1  1  1  3  4;read;read;AO02;AO03;AO03;;;AO03;AO04;;;;;AO04;AO03;;AO03;AO04;AO02;;;;;;;;;;;;;;;;;;;;;;AO04;;;;AO04;AO04;;;;;;;;;;;AO03;;;;AO04;;;AO04;;;AO02;;;;AO04;AO02;AO02;AO02;Y;;;Y;843.56;17.63;;;;393.78;;;64.42;;48.94;;153.58;;3.69;;28.1;;59.96;;47.27;;;26.19;
461;24/01/2025 11:22;10;en;808798059;24/01/2025 11:11;24/01/2025 11:22;Y;1;4;2;2;2;4;1;4;2;4;4;4;2;3;2;3;3;1;2;4;read;1  4  2  2  2  4  1  4  2  4  4  4  2  3  2  3  3  1  2  4;read;read;AO04;;;;;;AO04;;;;;;;;;;AO01;;;AO04;AO02;AO03;;;;AO05;;;AO01;;AO02;;;;;;;;;;;;;;;;AO01;;AO02;AO01;;;AO04;;;;AO02;;AO04;;AO04;AO05;;;;;;;AO01;AO03;AO04;AO04;Y;;;Y;651.68;22.26;;;;90.31;;;117.09;;67.25;;40.7;;100.81;;64.97;;59.89;;50.88;;;37.52;
462;24/01/2025 11:18;10;en;1355343412;24/01/2025 11:11;24/01/2025 11:18;Y;1;3;3;1;1;4;4;2;3;3;1;4;2;1;2;1;4;4;4;1;read;1  3  3  1  1  4  4  2  3  3  1  4  2  1  2  1  4  4  4  1;read;read;AO03;;;AO03;AO04;;;;;;AO05;;AO04;;AO03;;;;;;;;;;AO04;;;;AO04;;AO04;;;;;AO04;AO04;;;;;;AO04;AO03;;;;;;;;;;;;;AO04;AO04;;;;;;;;;AO03;AO02;AO02;AO04;AO05;AO05;Y;;;;392.31;15.52;;;;76.96;;;98.84;;31.89;;34.39;;22.04;;25.75;;25.44;;39.47;;;22.01;
463;24/01/2025 11:17;10;en;1866336247;24/01/2025 11:11;24/01/2025 11:17;Y;4;2;1;1;1;3;3;3;1;1;1;4;2;4;3;1;4;4;3;1;read;4  2  1  1  1  3  3  3  1  1  1  4  2  4  3  1  4  4  3  1;read;read;;;AO05;AO05;AO05;;;;AO05;AO05;AO05;;;;AO01;;;;AO05;;;;;;;;;;AO05;;;;;;;;;;;AO05;AO05;AO05;;;;;;AO01;;;;AO04;;;;;;;;;;;;AO04;;;AO01;AO05;AO01;AO02;AO05;AO02;Y;Y;;Y;372.34;14.99;;;;78.59;;;27.74;;62.08;;32.84;;8.66;;30.99;;28.98;;34.64;;;52.83;
464;24/01/2025 11:19;10;en;430735088;24/01/2025 11:11;24/01/2025 11:19;Y;1;2;4;2;1;2;2;2;1;4;1;1;2;2;1;2;1;2;1;2;read;1  2  4  2  1  2  2  2  1  4  1  1  2  2  1  2  1  2  1  2;read;read;AO04;;;;AO04;;;;AO04;;AO04;;;AO02;;AO02;;;AO04;;AO04;;AO04;AO03;AO04;;;;AO03;AO04;;AO03;;AO02;;;;;;;;;;;;;;;;;;;;AO04;;;;;;;AO04;;;;;;;;AO02;AO04;AO04;AO04;Y;Y;;Y;447.96;21.67;;;;92.83;;;104.26;;64.38;;38.62;;46.9;;6.89;;13.19;;32.73;;;26.49;
466;24/01/2025 11:23;10;en;706196049;24/01/2025 11:11;24/01/2025 11:23;Y;4;2;3;3;1;2;2;4;3;4;3;3;4;3;2;4;4;4;3;1;read;4  2  3  3  1  2  2  4  3  4  3  3  4  3  2  4  4  4  3  1;read;read;;;;;AO04;;;;;;;;;;;;;;AO04;;;;AO05;AO04;;;;;;;AO02;;;;;;AO04;AO04;;;;;AO04;;AO05;;AO03;;;;;AO05;;;;;;;AO04;;AO05;;AO04;;;AO02;AO04;AO04;AO03;AO04;AO03;AO05;Y;Y;;Y;689;19.52;;;;102.47;;;76.23;;80.44;;13.71;;54.67;;51.68;;160.74;;114.27;;;15.27;
467;24/01/2025 11:20;10;en;1409965029;24/01/2025 11:12;24/01/2025 11:20;Y;3;4;1;3;3;1;2;2;1;1;4;1;4;3;2;3;2;1;2;4;read;3  4  1  3  3  1  2  2  1  1  4  1  4  3  2  3  2  1  2  4;read;read;;;AO05;;;AO05;;;AO05;AO05;;;;;;;AO01;;;;;;;AO03;AO04;;;;;;AO01;;AO01;;AO05;;;AO05;AO05;;;;;;;;AO02;;AO02;;;;AO05;;;;;;;;;AO05;AO05;;;;;;AO01;AO04;AO03;AO05;Y;Y;;Y;479.01;24.41;;;;133.71;;;13.06;;94.34;;57.88;;31.34;;39.3;;26.25;;43.06;;;15.66;
468;24/01/2025 11:22;10;en;463692820;24/01/2025 11:12;24/01/2025 11:22;Y;1;3;4;1;3;1;3;3;4;2;2;1;1;4;1;4;2;2;4;2;read;1  3  4  1  3  1  3  3  4  2  2  1  1  4  1  4  2  2  4  2;read;read;AO04;;;AO03;;AO05;;;;;;AO05;;AO02;;;;;;;;;;;;;AO05;AO05;;;;;AO01;AO03;;AO03;;;AO03;;AO03;AO05;;;;;;;;;;;;AO04;;;;;;AO05;;;;AO02;;AO01;;;AO02;AO04;AO03;AO05;Y;Y;;Y;640.49;20.41;;;;152.29;;;158.94;;105.33;;44.98;;38.01;;28.44;;37.1;;29.2;;;25.79;
469;24/01/2025 11:22;10;en;1873741998;24/01/2025 11:12;24/01/2025 11:22;Y;2;2;1;4;2;1;3;4;1;4;4;1;2;3;2;4;3;3;1;4;read;2  2  1  4  2  1  3  4  1  4  4  1  2  3  2  4  3  3  1  4;read;read;;;AO04;;;AO02;;;AO03;;;;;;;;;AO04;AO03;;;AO04;;;;;;;AO03;;AO04;;;;;;;;;;AO03;;;;;;AO03;;;AO03;AO02;;;;AO03;;;;AO04;;AO03;AO04;;;;AO03;;;AO04;AO04;AO04;AO03;Y;;;;622.24;482.99;;;;16.28;;;24.64;;51.72;;4.77;;4.63;;6.17;;11.79;;7.43;;;11.82;
470;24/01/2025 11:24;10;en;1126979742;24/01/2025 11:12;24/01/2025 11:24;Y;2;2;4;1;1;2;4;4;4;3;4;3;1;2;1;3;1;2;3;3;read;2  2  4  1  1  2  4  4  4  3  4  3  1  2  1  3  1  2  3  3;read;read;;;;AO02;AO05;;;;;;;AO05;;AO02;;AO01;;AO05;AO05;;;;AO04;;;;;;;AO04;;;;AO02;;;;;;;;;;AO04;;;;;AO01;;;;;AO05;;;;AO03;AO04;AO04;;AO05;;;;;;;AO01;AO04;AO05;AO05;Y;;;Y;426;6.81;;;;14.98;;;186.44;;88.93;;46.71;;20.71;;10;;23.29;;18.79;;;9.34;
471;24/01/2025 11:18;10;en;1385465216;24/01/2025 11:12;24/01/2025 11:18;;4;4;4;1;2;3;2;3;1;2;3;1;2;2;2;2;1;2;3;3;read;4  4  4  1  2  3  2  3  1  2  3  1  2  2  2  2  1  2  3  3;read;read;;;;AO04;;;;;AO04;;;;;;;AO02;;;;;;AO04;;AO03;;;AO04;;AO03;AO03;AO04;AO03;;AO03;;;;;;AO04;;AO04;;;AO05;;;;;;;AO03;AO03;AO04;;;;;;;;;;;;;;;AO02;AO03;AO03;AO04;Y;Y;;Y;341.95;15.9;;;;52.99;;;44.86;;36.61;;22.26;;77.18;;37.67;;15.42;;22.62;;;16.44;
472;24/01/2025 11:23;10;en;363316790;24/01/2025 11:12;24/01/2025 11:23;Y;2;2;1;4;3;4;3;4;2;1;3;1;4;3;3;2;1;2;3;4;read;2  2  1  4  3  4  3  4  2  1  3  1  4  3  3  2  1  2  3  4;read;read;;;AO05;;;;;;;AO05;;;;;;AO01;;AO05;AO05;;;;;;;AO05;;;;;;AO01;;AO01;;;;;AO03;;AO01;;;;AO05;;AO02;AO01;;;;;;;AO01;;AO03;;AO04;;;;AO04;;;;;;AO01;AO02;AO04;AO01;Y;;;Y;650.95;21.33;;;;90.74;;;120.23;;74.06;;11.8;;17.86;;193.53;;36.63;;70.71;;;14.06;
473;24/01/2025 11:21;10;en;1762933018;24/01/2025 11:12;24/01/2025 11:21;Y;1;4;4;1;1;3;4;3;4;1;2;3;1;3;1;3;4;2;4;2;read;1  4  4  1  1  3  4  3  4  1  2  3  1  3  1  3  4  2  4  2;read;read;AO05;;;AO01;AO03;;;;;AO05;;AO05;;AO01;;;;;;;;;;;;;;AO05;;;;;;AO02;;;;;;AO03;;AO05;;;;;AO03;;AO02;;;;AO05;AO05;;;;AO05;;AO04;;;;;;;AO02;;AO01;AO03;AO03;AO04;Y;Y;;Y;523.38;21.32;;;;115.78;;;128.44;;97.35;;47.95;;12.53;;38.54;;25.61;;23.51;;;12.35;
474;24/01/2025 11:28;10;en;358067062;24/01/2025 11:12;24/01/2025 11:28;Y;2;4;2;1;2;1;3;4;3;3;3;1;1;2;3;2;2;2;1;3;read;2  4  2  1  2  1  3  4  3  3  3  1  1  2  3  2  2  2  1  3;read;read;;;;AO03;;AO05;;;;;;AO04;;;;;;AO04;;AO04;;AO03;;;;;;;;AO02;;AO01;AO01;AO02;;;;;;;AO02;;AO05;AO04;AO05;;;AO04;;;;;AO04;;;;;;AO05;;;;;;;;;;AO02;AO03;AO01;AO05;Y;;;Y;950.42;23.84;;;;224.04;;;184.19;;126;;45.33;;99.12;;119.26;;24.73;;45.71;;;58.2;
